1693321064.751		151873	16734	2671	2521	129947	13322	74	138	0	200
1693321064.902		14399	11448	183	2597	171	13928	74	138	0	200
1693321064.933		12389	10623	88	1457	221	11958	74	138	0	200
1693321064.994		14403	12788	86	1417	112	14071	74	138	0	200
1693321065.046		12253	10794	33	1211	215	11903	74	138	0	200
1693321065.091		10758	9078	28	1560	92	10556	74	138	0	200
1693321065.134		10781	8584	32	2063	102	10581	74	138	0	200
1693321065.172		13171	11590	38	1425	118	12622	74	138	0	200
1693321065.207		12443	11097	44	1191	111	12185	74	138	0	200
1693321065.242		13078	11065	86	1834	93	12801	74	138	0	200
1693321065.274		9774	8157	46	1436	135	9509	74	138	0	200
1693321065.305		15029	11708	46	3153	122	14688	74	138	0	200
1693321065.333		12468	11002	38	1292	136	12173	74	138	0	200
1693321065.361		13251	11334	35	1772	110	13025	74	138	0	200
1693321065.389		13091	11579	43	1341	128	12827	74	138	0	200
1693321065.415		10446	8963	22	1368	93	10261	74	138	0	200
1693321065.439		12302	10823	61	1254	164	11997	74	138	0	200
1693321065.465		12242	10841	47	1175	179	11937	74	138	0	200
1693321065.487		12594	10752	51	1686	105	12357	74	138	0	200
1693321065.512		11555	9963	56	1436	100	11324	74	138	0	200
1693321065.533		4939	3561	27	1239	112	4700	74	138	0	200
1693321065.556		8024	6511	30	1375	108	7803	74	138	0	200
1693321065.578		8240	6950	33	1159	98	8029	74	138	0	200
1693321065.598		8121	6767	51	1226	77	7934	74	138	0	200
1693321065.619		8751	7322	35	1287	107	8541	74	138	0	200
1693321065.639		7907	6578	27	1204	98	7719	74	138	0	200
1693321065.659		8981	7829	32	1024	96	8775	74	138	0	200
1693321065.678		9160	7933	26	1115	86	8982	74	138	0	200
1693321065.697		7492	6225	48	1119	100	7256	74	138	0	200
1693321065.716		8531	7209	38	1177	107	8307	74	138	0	200
1693321065.733		8719	7211	28	1380	100	8525	74	138	0	200
1693321065.752		9519	8125	43	1263	88	9317	74	138	0	200
1693321065.770		10137	8636	28	1368	105	9938	74	138	0	200
1693321065.788		9894	8303	32	1451	108	9660	74	138	0	200
1693321065.805		8758	7376	24	1268	90	8578	74	138	0	200
1693321065.822		9911	8103	43	1665	100	9675	74	138	0	200
1693321065.839		9442	8172	29	1154	87	9245	74	138	0	200
