1693165126.120		50898	11783	2140	16499	20476	27786	74	138	0	200
1693165125.931		243845	241229	107	2364	145	243280	74	138	0	200
1693165126.316		15690	13055	109	2401	125	15260	74	138	0	200
1693165126.508		8242	5241	71	2678	252	7519	74	138	0	200
1693165126.696		7102	4584	42	2379	97	6776	74	138	0	200
1693165126.883		7545	5184	54	2107	200	7091	74	138	0	200
1693165127.067		8916	5654	80	3045	137	8462	74	138	0	200
1693165127.248		17633	13370	69	4026	168	16991	74	138	0	200
1693165127.427		33047	27841	105	4784	317	32330	74	138	0	200
1693165127.604		14888	11930	73	2728	157	14429	74	138	0	200
1693165127.778		33652	29177	100	4125	250	32883	74	138	0	200
1693165127.950		23862	18931	73	4624	234	23314	74	138	0	200
1693165128.120		12230	9562	45	2512	111	11914	74	138	0	200
1693165128.288		33786	29172	161	4058	395	32807	74	138	0	200
1693165128.454		18474	13904	83	4357	130	18039	74	138	0	200
1693165128.618		11293	9107	50	2017	119	10912	74	138	0	200
1693165128.781		33227	29193	94	3705	235	32539	74	138	0	200
1693165128.941		16811	13086	80	3412	233	16282	74	138	0	200
1693165129.100		23586	18995	80	4295	216	23107	74	138	0	200
1693165129.258		12409	9921	47	2319	122	12049	74	138	0	200
1693165129.414		17756	14182	81	3272	221	17268	74	138	0	200
1693165129.568		22030	18132	64	3666	168	21595	74	138	0	200
1693165129.721		12521	10074	69	2271	107	12193	74	138	0	200
1693165129.872		15630	12736	53	2569	272	15109	74	138	0	200
1693165130.021		33875	29268	90	4295	222	33152	74	138	0	200
1693165130.170		25100	21331	58	3595	116	24662	74	138	0	200
1693165130.318		12097	9814	51	2088	144	11747	74	138	0	200
1693165130.463		15755	13253	67	2340	95	15352	74	138	0	200
1693165130.607		18819	15424	56	3153	186	18431	74	138	0	200
1693165130.750		12312	10112	44	2007	149	11933	74	138	0	200
1693165130.893		12535	10369	58	1985	123	12218	74	138	0	200
1693165131.033		13674	10967	37	2511	159	13290	74	138	0	200
1693165131.173		28259	25133	61	2918	147	27768	74	138	0	200
1693165131.311		16259	13425	126	2550	158	15720	74	138	0	200
1693165131.449		11853	9655	66	1999	133	11474	74	138	0	200
1693165131.585		25148	21401	86	3401	260	24565	74	138	0	200
1693165131.721		11733	9488	71	2036	138	11353	74	138	0	200
1693165131.856		20592	17098	69	3146	279	19856	74	138	0	200
1693165131.988		12564	10069	32	2310	153	12232	74	138	0	200
1693165132.120		31096	26639	93	4104	260	30457	74	138	0	200
1693165132.253		6678	4784	48	1710	136	6343	74	138	0	200
1693165132.383		6663	4444	48	2056	115	6350	74	138	0	200
1693165132.513		6777	4665	54	1933	125	6454	74	138	0	200
1693165132.640		12521	9925	45	2465	86	12228	74	138	0	200
1693165132.768		12140	9768	57	2161	154	11772	74	138	0	200
1693165132.895		11879	10141	46	1569	123	11365	74	138	0	200
1693165133.022		12268	10198	119	1825	126	11850	74	138	0	200
1693165133.147		12175	10010	55	1950	160	11810	74	138	0	200
1693165133.272		11566	9491	46	1887	142	11213	74	138	0	200
1693165133.395		12053	10097	68	1779	109	11734	74	138	0	200
1693165133.517		12855	10455	50	2200	150	12513	74	138	0	200
1693165133.641		11130	9187	131	1689	123	10680	74	138	0	200
1693165133.762		6419	4539	68	1704	108	6105	74	138	0	200
1693165133.881		7928	5718	44	2024	142	7614	74	138	0	200
1693165134.001		11534	9341	40	1864	289	11047	74	138	0	200
1693165134.122		11678	9539	50	1978	111	11344	74	138	0	200
1693165134.240		12154	10065	46	1916	127	11823	74	138	0	200
1693165134.357		12293	10212	42	1890	149	11961	74	138	0	200
1693165134.474		13552	11206	94	2109	143	13077	74	138	0	200
1693165134.590		11794	8991	51	2607	145	11480	74	138	0	200
1693165134.706		13774	10634	57	2925	158	13286	74	138	0	200
1693165134.821		15500	13008	77	2293	122	15114	74	138	0	200
1693165134.937		12872	10333	72	2307	160	12457	74	138	0	200
1693165135.050		16669	13068	63	3342	196	16111	74	138	0	200
1693165135.164		13250	10376	87	2648	139	12817	74	138	0	200
1693165135.276		13266	11129	38	1971	128	12891	74	138	0	200
1693165135.389		16793	14119	56	2464	154	16372	74	138	0	200
1693165135.499		13751	11103	85	2419	144	13345	74	138	0	200
1693165135.610		11954	10047	48	1713	146	11583	74	138	0	200
1693165135.721		13919	10658	85	2981	195	13431	74	138	0	200
1693165135.830		12817	10461	47	2187	122	12357	74	138	0	200
1693165135.940		15377	13169	62	1988	158	14993	74	138	0	200
1693165136.049		11774	9439	78	2102	155	11432	74	138	0	200
1693165136.157		14854	12147	46	2515	146	14469	74	138	0	200
1693165136.264		12598	10351	35	2045	167	12256	74	138	0	200
1693165136.371		12632	10453	78	1976	125	12154	74	138	0	200
1693165136.478		10579	8333	38	2097	111	10317	74	138	0	200
1693165136.584		11169	8779	48	2211	131	10869	74	138	0	200
1693165136.691		27222	22279	114	4500	329	26519	74	138	0	200
1693165136.795		12296	9988	73	2084	151	11922	74	138	0	200
1693165136.901		11726	9589	53	1940	144	11349	74	138	0	200
1693165137.004		6802	4621	66	1967	148	6444	74	138	0	200
1693165137.108		13293	10594	52	2526	121	12966	74	138	0	200
1693165137.212		13875	10962	82	2679	152	13478	74	138	0	200
1693165137.315		6724	4526	72	1997	129	6344	74	138	0	200
1693165137.417		6794	4206	39	2411	138	6507	74	138	0	200
1693165137.519		6728	4568	74	1974	112	6232	74	138	0	200
1693165137.620		13341	10574	78	2543	146	12947	74	138	0	200
1693165137.722		13459	10532	108	2638	181	12999	74	138	0	200
1693165137.821		13522	10952	62	2334	174	13079	74	138	0	200
1693165137.922		13161	10498	55	2435	173	12725	74	138	0	200
1693165138.021		10614	8647	38	1830	99	10278	74	138	0	200
1693165138.121		13394	10629	54	2564	147	13052	74	138	0	200
1693165138.220		14347	11485	48	2650	164	13896	74	138	0	200
1693165138.318		11743	9396	41	2166	140	11394	74	138	0	200
1693165138.416		15433	12986	38	2263	146	15115	74	138	0	200
1693165138.514		10043	8172	34	1716	121	9725	74	138	0	200
1693165138.612		10155	8049	55	1943	108	9885	74	138	0	200
1693165138.709		10899	8242	53	2406	198	10512	74	138	0	200
1693165138.806		12222	10140	51	1879	152	11626	74	138	0	200
1693165138.901		11772	9504	51	2089	128	11498	74	138	0	200
1693165138.998		11101	8846	62	2053	140	10744	74	138	0	200
1693165139.093		10229	8358	40	1721	110	9953	74	138	0	200
1693165139.189		11983	9796	48	2023	116	11703	74	138	0	200
1693165139.284		11325	9551	55	1572	147	10987	74	138	0	200
1693165139.378		15570	13202	44	2186	138	15062	74	138	0	200
1693165139.471		10840	8678	32	2046	84	10622	74	138	0	200
1693165139.565		10491	8264	63	2033	131	10068	74	138	0	200
1693165139.659		11035	8672	36	2211	116	10732	74	138	0	200
1693165139.752		11054	9447	36	1525	46	10877	74	138	0	200
1693165139.844		12243	9806	53	2240	144	11857	74	138	0	200
1693165139.937		12184	9884	131	2031	138	11786	74	138	0	200
1693165140.029		15697	13028	133	2397	139	15105	74	138	0	200
1693165140.121		10216	8306	55	1732	123	9922	74	138	0	200
1693165140.212		13115	10982	75	1930	128	12647	74	138	0	200
1693165140.304		11911	9635	59	2092	125	11583	74	138	0	200
1693165140.394		16527	13943	43	2390	151	16074	74	138	0	200
1693165140.485		11700	9077	52	2417	154	11255	74	138	0	200
1693165140.575		14738	11504	60	2986	188	14348	74	138	0	200
1693165140.665		18486	15613	68	2693	112	18126	74	138	0	200
1693165140.754		12174	10058	49	1943	124	11837	74	138	0	200
1693165140.844		15801	13203	63	2381	154	15367	74	138	0	200
