1693316864.867		141373	13862	2131	70161	55219	80549	74	138	0	200
1693316865.059		15535	11004	79	4158	294	15004	74	138	0	200
1693316865.252		13972	11524	80	2225	143	13572	74	138	0	200
1693316865.444		13761	11461	46	2056	198	13331	74	138	0	200
1693316865.633		13339	10962	42	2147	188	12944	74	138	0	200
1693316865.824		70075	63899	126	5761	289	69250	74	138	0	200
1693316866.004		18448	15212	50	3039	147	18020	74	138	0	200
1693316866.185		10407	6426	133	3659	189	9677	74	138	0	200
1693316866.364		17419	11747	90	5415	167	16954	74	138	0	200
1693316866.541		13873	11495	30	2249	99	13590	74	138	0	200
1693316866.715		36632	31895	118	4401	218	35796	74	138	0	200
1693316866.887		39632	34121	99	5237	175	38791	74	138	0	200
1693316867.056		33313	30775	63	2361	114	32784	74	138	0	200
1693316867.225		37237	31706	129	5065	337	36326	74	138	0	200
1693316867.390		30712	27781	152	2643	136	30149	74	138	0	200
1693316867.555		52248	39645	176	11895	532	50863	74	138	0	200
1693316867.718		12707	10485	82	2051	89	12358	74	138	0	200
1693316867.878		14121	11847	64	2093	117	13781	74	138	0	200
1693316868.037		15608	13274	56	2143	135	15072	74	138	0	200
1693316868.194		13359	10922	55	2276	106	13035	74	138	0	200
1693316868.349		13437	10895	49	2348	145	13104	74	138	0	200
1693316868.505		21865	13914	75	7577	299	21122	74	138	0	200
1693316868.657		18190	15588	35	2460	107	17745	74	138	0	200
1693316868.807		14606	11781	113	2555	157	14187	74	138	0	200
1693316868.958		14427	12221	49	2056	101	13882	74	138	0	200
1693316869.107		21638	14293	144	6962	239	20903	74	138	0	200
1693316869.254		33730	28276	152	4975	327	32906	74	138	0	200
1693316869.398		15301	12346	54	2753	148	14765	74	138	0	200
1693316869.544		32783	27277	120	5065	321	31986	74	138	0	200
1693316869.686		17472	14901	33	2350	188	17027	74	138	0	200
1693316869.829		13134	10807	60	2112	155	12742	74	138	0	200
1693316869.970		17471	14547	106	2686	132	17063	74	138	0	200
1693316870.110		21532	17769	86	3361	316	20938	74	138	0	200
1693316870.248		42134	37084	111	4631	308	41187	74	138	0	200
1693316870.385		29710	27393	60	2151	106	29272	74	138	0	200
1693316870.522		15129	12593	81	2325	130	14709	74	138	0	200
1693316870.657		30800	27284	79	2822	615	29790	74	138	0	200
1693316870.791		18081	14769	85	3059	168	17580	74	138	0	200
1693316870.924		14246	11631	59	2439	117	13903	74	138	0	200
1693316871.057		6904	4918	37	1847	102	6605	74	138	0	200
1693316871.189		7154	4924	70	2058	102	6837	74	138	0	200
1693316871.318		14616	10174	107	4219	116	14052	74	138	0	200
1693316871.449		16371	8269	80	7884	138	15722	74	138	0	200
1693316871.577		7299	4988	51	2136	124	6970	74	138	0	200
1693316871.704		7524	5275	33	2077	139	7193	74	138	0	200
1693316871.832		7322	4999	64	2128	131	6958	74	138	0	200
1693316871.958		6970	4789	40	2042	99	6683	74	138	0	200
1693316872.083		12648	10372	53	2107	116	12312	74	138	0	200
1693316872.208		7302	5233	81	1860	128	6908	74	138	0	200
1693316872.332		9601	7506	47	1921	127	8897	74	138	0	200
1693316872.454		15672	10119	121	5126	306	14849	74	138	0	200
1693316872.577		21550	18867	91	2499	93	20956	74	138	0	200
1693316872.698		14157	11571	50	2394	142	13763	74	138	0	200
1693316872.818		20439	17249	85	2966	139	19912	74	138	0	200
1693316872.938		24736	20008	139	4284	305	23981	74	138	0	200
1693316873.058		27217	21900	129	4871	317	26542	74	138	0	200
1693316873.176		19751	17250	36	2364	101	19318	74	138	0	200
1693316873.294		14658	12577	49	1940	92	14229	74	138	0	200
1693316873.411		15014	11911	83	2916	104	14726	74	138	0	200
1693316873.527		17517	13976	75	3305	161	17104	74	138	0	200
1693316873.643		38688	31654	250	6553	231	37771	74	138	0	200
1693316873.758		15038	12350	46	2484	158	14583	74	138	0	200
1693316873.873		13034	10630	45	2272	87	12749	74	138	0	200
1693316873.987		18384	15006	47	3201	130	17971	74	138	0	200
1693316874.099		13354	11203	38	1949	164	12933	74	138	0	200
1693316874.213		13417	11408	44	1869	96	13152	74	138	0	200
1693316874.324		16350	14271	63	1887	129	16017	74	138	0	200
1693316874.436		13585	11444	47	1977	117	13253	74	138	0	200
1693316874.546		12577	10551	47	1843	136	12257	74	138	0	200
1693316874.658		24080	14411	98	9434	137	23483	74	138	0	200
1693316874.767		13396	11164	60	2057	115	13037	74	138	0	200
1693316874.877		13615	11024	36	2415	140	13237	74	138	0	200
